actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
17,PT10M41.00S,2024-11-17T23:13:02.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630703,79.58278580814718,32.59803921568628,1610612757,0,3,2024-11-17T23:13:07Z,170000,False,-87.0,139.0,1,right,MISS S. Henderson 16' turnaround fadeaway Shot,[1630703],1610612757.0,POR,turnaround fadeaway,,,Henderson,S. Henderson,,,,,Mid-Range,16-24 Left Center,16.43,Missed,,,,,,,,,,,,,,,,,,
18,PT10M38.00S,2024-11-17T23:13:05.2Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,0,3,2024-11-17T23:13:07Z,180000,False,,,0,,J. Johnson REBOUND (Off:0 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,16-24 Left Center,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,
19,PT10M35.00S,2024-11-17T23:13:07.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1642258,5.995400788436268,49.01960784313725,1610612737,0,5,2024-11-17T23:13:17Z,190000,False,5.0,4.0,1,left,Z. Risacher running DUNK (2 PTS) (J. Johnson 1 AST),"[1642258, 1630552]",1610612737.0,ATL,running,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,0.63,Made,,,,,,,2.0,J. Johnson,1630552.0,1.0,,,,,,,,
21,PT10M35.00S,2024-11-17T23:13:12.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,0,5,2024-11-17T23:13:16Z,210000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,PT10M21.00S,2024-11-17T23:16:17.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203924,87.46714848883047,36.27450980392157,1610612757,0,5,2024-11-17T23:16:51Z,220000,False,-69.0,65.0,1,right,MISS J. Grant 9' turnaround fadeaway Shot,[203924],1610612757.0,POR,turnaround fadeaway,,,Grant,J. Grant,,,,,In The Paint (Non-RA),8-16 Left,9.47,Missed,,,,,,,,,,,,,,,,,,
23,PT10M16.00S,2024-11-17T23:16:22.3Z,1,REGULAR,rebound,defensive,[],1629027,,,1610612737,0,5,2024-11-17T23:16:31Z,230000,False,,,0,,T. Young REBOUND (Off:0 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Left,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,
24,PT10M12.00S,2024-11-17T23:16:28.0Z,1,REGULAR,foul,personal,['2freethrow'],1642270,,,1610612737,0,5,2024-11-17T23:16:37Z,240000,False,,,0,,D. Clingan shooting personal FOUL (1 PF) (Risacher 2 FT),"[1642270, 1642258]",1610612757.0,POR,shooting,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,201639.0,,1.0,0.0,Risacher,1642258.0,,
26,PT10M12.00S,2024-11-17T23:16:48.4Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1642258,,,1610612737,0,6,2024-11-17T23:16:48Z,260000,False,,,0,,Z. Risacher Free Throw 1 of 2 (3 PTS),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
27,PT10M12.00S,2024-11-17T23:17:02.3Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1642258,,,1610612737,0,7,2024-11-17T23:17:02Z,270000,False,,,0,,Z. Risacher Free Throw 2 of 2 (4 PTS),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
28,PT10M01.00S,2024-11-17T23:17:14.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642270,94.03745072273325,53.67647058823529,1610612757,0,7,2024-11-17T23:17:20Z,280000,False,18.0,4.0,1,right,MISS D. Clingan alley-oop Layup,[1642270],1610612757.0,POR,alley-oop,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,1.87,Missed,,,,,,,,,,,,,,,,,,
29,PT10M01.00S,2024-11-17T23:17:14.5Z,1,REGULAR,rebound,offensive,[],1642270,,,1610612757,0,7,2024-11-17T23:17:30Z,290000,False,,,0,,D. Clingan REBOUND (Off:1 Def:0),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,,,28.0,1.0,0.0,1.0,,,,,,,,,,,,
30,PT09M59.00S,2024-11-17T23:17:17.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1642270,94.40999984741211,50.0,1610612757,2,7,2024-11-17T23:17:26Z,300000,False,0.0,0.0,1,right,D. Clingan putback Layup (2 PTS),[1642270],1610612757.0,POR,putback,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,2.0,,,,,,,,,,,
31,PT09M52.00S,2024-11-17T23:17:24.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,6.1268068331143235,50.73529411764706,1610612737,2,9,2024-11-17T23:18:02Z,310000,False,-4.0,5.0,1,left,C. Capela alley-oop DUNK (2 PTS) (D. Daniels 1 AST),"[203991, 1630700]",1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,0.63,Made,,,,,,,2.0,D. Daniels,1630700.0,1.0,,,,,,,,
33,PT09M39.00S,2024-11-17T23:17:38.9Z,1,REGULAR,turnover,out-of-bounds,[],1630703,,,1610612757,2,9,2024-11-17T23:17:47Z,330000,False,,,0,,S. Henderson bad pass out-of-bounds TURNOVER (1 TO),[1630703],1610612757.0,POR,bad pass,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,201639.0,1.0,,,,,,
34,PT09M26.00S,2024-11-17T23:17:54.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630552,6.915243101182654,67.8921568627451,1610612737,2,11,2024-11-17T23:18:01Z,340000,False,-89.0,13.0,1,left,J. Johnson 9' driving floating Jump Shot (2 PTS) (Z. Risacher 2 AST),"[1630552, 1642258]",1610612737.0,ATL,driving floating,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Left,9.04,Made,,,,,,,2.0,Z. Risacher,1642258.0,2.0,,,,,,,,
36,PT09M18.00S,2024-11-17T23:18:03.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631101,85.3646517739816,52.450980392156865,1610612757,4,11,2024-11-17T23:18:10Z,360000,False,12.0,85.0,1,right,S. Sharpe 8' driving floating bank Jump Shot (2 PTS),[1631101],1610612757.0,POR,driving floating bank,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,8.6,Made,,,,,,,2.0,,,,,,,,,,,
37,PT09M03.00S,2024-11-17T23:18:17.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,10.85742444152431,48.529411764705884,1610612737,4,11,2024-11-17T23:18:26Z,370000,False,7.0,50.0,1,left,MISS T. Young driving floating Shot - blocked,"[1629027, 1642270]",1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,5.01,Missed,Clingan,1642270.0,,,,,,,,,,,,,,,,
38,PT09M03.00S,2024-11-17T23:18:17.4Z,1,REGULAR,block,,[],1642270,,,1610612737,4,11,2024-11-17T23:18:19Z,380000,False,,,0,,D. Clingan BLOCK (2 BLK),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
39,PT09M01.00S,2024-11-17T23:18:19.4Z,1,REGULAR,rebound,offensive,[],1629027,,,1610612737,4,11,2024-11-17T23:18:26Z,390000,False,,,0,,T. Young REBOUND (Off:1 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,,,37.0,2.0,1.0,1.0,,,,,,,,,,,,
40,PT08M52.00S,2024-11-17T23:18:29.1Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630552,7.046649145860711,81.61764705882352,1610612737,4,11,2024-11-17T23:18:35Z,400000,False,-158.0,14.0,1,left,MISS J. Johnson 15' step back Shot,[1630552],1610612737.0,ATL,step back,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Left,15.87,Missed,,,,,,,,,,,,,,,,,,
41,PT08M51.00S,2024-11-17T23:18:30.1Z,1,REGULAR,rebound,offensive,[],1630700,,,1610612737,4,11,2024-11-17T23:21:19Z,410000,False,,,0,,D. Daniels REBOUND (Off:1 Def:0),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Mid-Range,8-16 Left,,,,,40.0,1.0,0.0,1.0,,,,,,,,,,,,
71,PT08M51.00S,2024-11-17T23:18:31.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630700,7.013797634691201,55.14705882352941,1610612737,4,11,2024-11-17T23:22:43Z,415000,False,-26.0,13.0,1,left,MISS D. Daniels tip Layup,[1630700],1610612737.0,ATL,tip,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,2.9,Missed,,,,,,,,,,,,,,,,,,
72,PT08M51.00S,2024-11-17T23:18:31.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,4,11,2024-11-17T23:22:43Z,417500,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,,,71.0,,,,,,,,,,,,,,,
42,PT08M51.00S,2024-11-17T23:18:33.1Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612737,4,11,2024-11-17T23:18:42Z,420000,False,,,0,,ATL shot clock Team TURNOVER,[],1610612737.0,ATL,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,101283.0,,,,,,,
43,PT08M29.00S,2024-11-17T23:19:04.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631101,91.01511169513797,3.1862745098039214,1610612757,7,11,2024-11-17T23:19:08Z,430000,False,-234.0,32.0,1,right,S. Sharpe 3PT  (5 PTS) (T. Camara 1 AST),"[1631101, 1641739]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Left Corner 3,24+ Left,23.63,Made,,,,,,,5.0,T. Camara,1641739.0,1.0,,,,,,,,
45,PT08M10.00S,2024-11-17T23:19:22.9Z,1,REGULAR,turnover,lost ball,[],1630552,,,1610612737,7,11,2024-11-17T23:19:26Z,450000,False,,,0,,J. Johnson lost ball TURNOVER (1 TO),"[1630552, 1642270]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,,,,,Clingan,1642270.0
46,PT08M10.00S,2024-11-17T23:19:22.9Z,1,REGULAR,steal,,[],1642270,,,1610612757,7,11,2024-11-17T23:19:24Z,460000,False,,,0,,D. Clingan STEAL (1 STL),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
47,PT08M05.00S,2024-11-17T23:19:28.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641739,93.51182654402102,51.9607843137255,1610612757,7,11,2024-11-17T23:19:43Z,470000,False,10.0,8.0,1,right,MISS T. Camara running Layup,[1641739],1610612757.0,POR,running,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,1.3,Missed,,,,,,,,,,,,,,,,,,
48,PT08M04.00S,2024-11-17T23:19:29.7Z,1,REGULAR,rebound,defensive,[],1642258,,,1610612737,7,11,2024-11-17T23:19:43Z,480000,False,,,0,,Z. Risacher REBOUND (Off:0 Def:2),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,,,47.0,2.0,2.0,0.0,,,,,,,,,,,,
49,PT08M04.00S,2024-11-17T23:19:37.0Z,1,REGULAR,foul,personal,[],1641739,,,1610612737,7,11,2024-11-17T23:19:39Z,490000,False,,,0,,T. Camara personal FOUL (1 PF),"[1641739, 1642258]",1610612757.0,POR,,,,Camara,T. Camara,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,201639.0,,1.0,0.0,Risacher,1642258.0,,
51,PT07M50.00S,2024-11-17T23:20:00.9Z,1,REGULAR,3pt,Jump Shot,[],1630700,9.017739816031538,4.6568627450980395,1610612737,7,14,2024-11-17T23:20:04Z,510000,False,227.0,32.0,1,left,D. Daniels 3PT  (3 PTS) (C. Capela 1 AST),"[1630700, 203991]",1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Right Corner 3,24+ Right,22.9,Made,,,,,,,3.0,C. Capela,203991.0,1.0,,,,,,,,
53,PT07M39.00S,2024-11-17T23:20:11.8Z,1,REGULAR,3pt,Jump Shot,[],203924,89.04402102496715,2.696078431372549,1610612757,7,14,2024-11-17T23:20:18Z,530000,False,-237.0,50.0,1,right,MISS J. Grant 24' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Left Corner 3,24+ Left,24.18,Missed,,,,,,,,,,,,,,,,,,
54,PT07M39.00S,2024-11-17T23:20:16.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,7,14,2024-11-17T23:20:16Z,540000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Left Corner 3,24+ Left,,,,,53.0,,,,,,,,,,,,,,,
56,PT07M39.00S,2024-11-17T23:20:21.6Z,1,REGULAR,foul,personal,[],203991,,,1610612757,7,14,2024-11-17T23:20:28Z,560000,False,,,0,,C. Capela loose ball personal FOUL (1 PF),"[203991, 1642270]",1610612737.0,ATL,loose ball,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,201639.0,,1.0,0.0,Clingan,1642270.0,,
58,PT07M31.00S,2024-11-17T23:20:41.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203924,93.38042049934296,46.07843137254902,1610612757,9,14,2024-11-17T23:20:45Z,580000,False,-20.0,10.0,1,right,J. Grant driving Layup (2 PTS) (S. Henderson 1 AST),"[203924, 1630703]",1610612757.0,POR,driving,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,2.19,Made,,,,,,,2.0,S. Henderson,1630703.0,1.0,,,,,,,,
60,PT07M22.00S,2024-11-17T23:20:52.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,6.652431011826544,57.59803921568627,1610612737,9,16,2024-11-17T23:21:06Z,600000,False,-38.0,10.0,1,left,D. Daniels driving floating bank Jump Shot (5 PTS),[1630700],1610612737.0,ATL,driving floating bank,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,3.93,Made,,,,,,,5.0,,,,,,,,,,,
61,PT07M22.00S,2024-11-17T23:20:54.6Z,1,REGULAR,foul,personal,['1freethrow'],203924,,,1610612737,9,16,2024-11-17T23:21:01Z,610000,False,,,0,,J. Grant shooting personal FOUL (1 PF) (Daniels 1 FT),"[203924, 1630700]",1610612757.0,POR,shooting,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,201639.0,,1.0,0.0,Daniels,1630700.0,,
63,PT07M22.00S,2024-11-17T23:21:14.5Z,1,REGULAR,freethrow,1 of 1,[],1630700,,,1610612737,9,17,2024-11-17T23:21:14Z,630000,False,,,0,,D. Daniels Free Throw 1 of 1 (6 PTS),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
64,PT06M59.00S,2024-11-17T23:21:37.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641739,92.72339027595268,53.431372549019606,1610612757,9,17,2024-11-17T23:21:44Z,640000,False,17.0,16.0,1,right,MISS T. Camara driving Layup,[1641739],1610612757.0,POR,driving,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,2.34,Missed,,,,,,,,,,,,,,,,,,
65,PT06M58.00S,2024-11-17T23:21:38.8Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,9,17,2024-11-17T23:21:38Z,650000,False,,,0,,J. Johnson REBOUND (Off:0 Def:2),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,64.0,2.0,2.0,0.0,,,,,,,,,,,,
66,PT06M53.00S,2024-11-17T23:21:43.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630700,4.5499342969776615,52.450980392156865,1610612737,9,19,2024-11-17T23:21:51Z,660000,False,-12.0,-10.0,1,left,D. Daniels running reverse Layup (8 PTS) (J. Johnson 2 AST),"[1630700, 1630552]",1610612737.0,ATL,running reverse,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,1.57,Made,,,,,,,8.0,J. Johnson,1630552.0,2.0,,,,,,,,
68,PT06M42.00S,2024-11-17T23:21:56.4Z,1,REGULAR,foul,offensive,[],1631101,,,1610612757,9,19,2024-11-18T00:14:11Z,680000,False,,,0,,S. Sharpe charge offensive FOUL (1 PF),"[1631101, 203991]",1610612757.0,POR,charge,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,201639.0,,1.0,0.0,Capela,203991.0,,
70,PT06M42.00S,2024-11-17T23:21:56.4Z,1,REGULAR,turnover,offensive foul,[],1631101,,,1610612757,9,19,2024-11-17T23:22:53Z,700000,False,,,0,,S. Sharpe offensive foul TURNOVER (1 TO),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,101283.0,1.0,,,,,,
73,PT06M42.00S,2024-11-17T23:22:14.3Z,1,REGULAR,substitution,out,[],1642270,,,1610612737,9,19,2024-11-17T23:22:33Z,710000,False,,,0,,SUB out: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M42.00S,2024-11-17T23:22:14.3Z,1,REGULAR,substitution,out,[],1630703,,,1610612737,9,19,2024-11-17T23:22:33Z,720000,False,,,0,,SUB out: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M42.00S,2024-11-17T23:22:14.3Z,1,REGULAR,substitution,out,[],1630552,,,1610612737,9,19,2024-11-17T23:22:33Z,730000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M42.00S,2024-11-17T23:22:14.3Z,1,REGULAR,substitution,in,[],1630625,,,1610612737,9,19,2024-11-17T23:22:33Z,740000,False,,,0,,SUB in: D. Banton,[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M42.00S,2024-11-17T23:22:14.3Z,1,REGULAR,substitution,in,[],1629057,,,1610612737,9,19,2024-11-17T23:22:33Z,750000,False,,,0,,SUB in: R. Williams III,[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M42.00S,2024-11-17T23:22:14.3Z,1,REGULAR,substitution,in,[],1626204,,,1610612737,9,19,2024-11-17T23:22:33Z,760000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612737.0,ATL,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M26.00S,2024-11-17T23:22:37.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203991,7.440867279894875,51.470588235294116,1610612737,9,19,2024-11-17T23:22:41Z,770000,False,-7.0,17.0,1,left,MISS C. Capela DUNK - blocked,"[203991, 203924]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,1.89,Missed,Grant,203924.0,,,,,,,,,,,,,,,,
80,PT06M26.00S,2024-11-17T23:22:37.8Z,1,REGULAR,block,,[],203924,,,1610612737,9,19,2024-11-17T23:22:39Z,780000,False,,,0,,J. Grant BLOCK (1 BLK),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
81,PT06M24.00S,2024-11-17T23:22:39.8Z,1,REGULAR,rebound,offensive,[],1630700,,,1610612737,9,19,2024-11-17T23:22:41Z,790000,False,,,0,,D. Daniels REBOUND (Off:2 Def:0),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,79.0,2.0,0.0,2.0,,,,,,,,,,,,
82,PT06M21.00S,2024-11-17T23:22:43.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629027,9.017739816031538,96.32352941176471,1610612737,9,19,2024-11-17T23:22:47Z,800000,False,-232.0,32.0,1,left,MISS T. Young 3PT,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Left Corner 3,24+ Left,23.38,Missed,,,,,,,,,,,,,,,,,,
83,PT06M18.00S,2024-11-17T23:22:46.5Z,1,REGULAR,rebound,defensive,[],1630625,,,1610612757,9,19,2024-11-17T23:22:47Z,810000,False,,,0,,D. Banton REBOUND (Off:0 Def:1),[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,Left Corner 3,24+ Left,,,,,82.0,1.0,1.0,0.0,,,,,,,,,,,,
84,PT05M59.00S,2024-11-17T23:23:05.0Z,1,REGULAR,turnover,bad pass,[],1630625,,,1610612757,9,19,2024-11-17T23:23:08Z,820000,False,,,0,,D. Banton bad pass TURNOVER (1 TO),"[1630625, 203991]",1610612757.0,POR,,,,Banton,D. Banton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,1.0,,,,,Capela,203991.0
